"participant","keep","condition","distribution","skew","generation","trajectory","converged","correct_mapping","produced_mapping","score","nbound","nbound_change","nlabel1","nlabel1_change","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","catsys","optu","optl","optr","optd","catchange"
"iU414544",1,"individual","uniform","no",1,"s8919",FALSE,"0,1,0,0,1,1,0,0,1,1","1,1,1,1,1,1,0,0,0,0",5,1,-4,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,5
"iU467220",1,"individual","uniform","no",2,"s2717",FALSE,"0,0,0,0,1,1,1,1,1,0","0,0,0,0,0,0,1,1,1,1",7,1,-1,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,3
"iR518727",1,"individual","right","yes",1,"s3651",FALSE,"1,0,0,1,0,1,1,0,0,1","1,1,1,1,1,0,0,0,1,1",4,2,-4,7,2,0,0,0,0,0,1,1,1,0,0,"0000011100",2,6,2,2,4
"iL286525",1,"individual","left","yes",8,"s3958",TRUE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,1,1,1",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"iR372838",0,"individual","right","yes",1,"s5335",FALSE,"0,1,0,1,0,0,0,1,1,1","0,0,0,0,0,1,1,1,1,1",6,1,-4,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,4
"iU443318",1,"individual","uniform","no",3,"s7113",FALSE,"0,0,1,1,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",9,1,0,3,1,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,1
"iL768200",1,"individual","left","yes",3,"s5095",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iU338909",0,"individual","uniform","no",2,"s3713",FALSE,"1,0,1,0,0,1,1,1,1,1","1,0,0,0,1,0,0,0,0,1",4,4,0,3,-4,1,0,0,0,1,0,0,0,0,1,"1000100001",2,6,6,2,6
"cU672427",1,"culture","uniform","no",3,"s1000",FALSE,"0,0,1,0,0,0,1,1,1,0","0,0,0,0,0,0,0,1,1,0",8,2,-2,8,2,0,0,0,0,0,0,0,1,1,0,"0000000110",3,5,1,3,2
"iU600365",1,"individual","uniform","no",2,"s7925",FALSE,"1,1,0,1,1,0,1,0,1,1","1,1,1,0,1,1,0,0,0,1",5,4,-2,6,-1,0,0,0,1,0,0,1,1,1,0,"0001001110",1,3,1,1,5
"cU188664",0,"culture","uniform","no",5,"s900",FALSE,"0,0,0,0,1,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",9,1,-2,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"cU977800",1,"culture","uniform","no",2,"s1400",FALSE,"0,0,1,0,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",8,1,-2,5,2,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,2
"cR523544",1,"culture","right","yes",3,"s2200",FALSE,"1,1,0,1,0,0,0,0,0,1","1,1,1,1,0,0,0,0,0,1",9,2,-2,5,1,1,1,1,1,0,0,0,0,0,1,"1111000001",0,2,8,8,1
"iR929851",1,"individual","right","yes",6,"s2867",TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,0,0
"cR136725",1,"culture","right","yes",3,"s2900",FALSE,"1,1,1,0,0,0,0,1,1,1","0,0,0,0,0,0,1,1,1,1",6,1,-1,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,4
"iR372838",0,"individual","right","yes",5,"s5335",FALSE,"1,0,0,1,0,1,1,1,1,1","0,1,0,0,0,1,1,1,1,1",7,3,-1,4,-3,0,1,0,0,0,1,1,1,1,1,"0100011111",1,1,3,3,3
"iU308968",0,"individual","uniform","no",5,"s2643",FALSE,"1,1,1,1,0,0,0,1,0,1","1,1,1,1,0,1,0,0,0,1",8,4,0,6,0,1,1,1,1,0,1,0,0,0,1,"1111010001",1,3,5,1,2
"iL397196",1,"individual","left","yes",7,"s3399",TRUE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,1,1",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,0
"iR432012",0,"individual","right","yes",6,"s4870",FALSE,"0,1,1,0,0,0,1,1,1,0","0,1,1,0,0,1,1,1,1,0",9,4,0,4,-1,0,1,1,0,0,1,1,1,1,0,"0110011110",1,2,3,3,1
"iL926447",1,"individual","left","yes",6,"s5895",TRUE,"0,0,0,0,0,1,1,1,0,1","0,0,0,0,0,1,1,1,0,1",10,3,0,6,0,0,0,0,0,0,1,1,1,0,1,"0000011101",1,3,1,3,0
"cR300994",1,"culture","right","yes",1,"s2400",FALSE,"0,0,0,1,1,1,0,1,1,0","1,0,1,0,1,0,0,1,1,0",6,7,3,5,0,1,0,1,0,1,0,0,1,1,0,"1010100110",0,5,9,9,4
"iR849000",1,"individual","right","yes",6,"s9878",FALSE,"1,0,0,0,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",9,2,0,3,1,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,4,1
"iL173364",1,"individual","left","yes",3,"s3971",FALSE,"1,1,1,1,0,0,0,1,1,1","1,1,1,1,1,0,0,0,1,0",7,3,1,6,-1,0,0,0,0,0,1,1,1,0,1,"0000011101",1,3,1,3,3
"iR929851",1,"individual","right","yes",4,"s2867",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,0,0,0",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,1
"iR793061",1,"individual","right","yes",4,"s8799",TRUE,"0,1,1,1,1,1,1,1,1,1","0,1,1,1,1,1,1,1,1,1",10,1,0,1,0,0,1,1,1,1,1,1,1,1,1,"0111111111",4,1,7,7,0
"iR716593",1,"individual","right","yes",3,"s3691",FALSE,"1,1,0,0,1,1,1,1,1,0","1,0,1,1,1,1,1,1,1,0",7,3,0,8,1,0,1,0,0,0,0,0,0,0,1,"0100000001",3,4,3,3,3
"iU449692",1,"individual","uniform","no",3,"s1653",FALSE,"0,0,0,0,0,0,1,0,0,1","0,0,0,0,0,0,1,1,0,1",9,3,0,7,-1,0,0,0,0,0,0,1,1,0,1,"0000001101",2,4,2,2,1
"iL586478",1,"individual","left","yes",5,"s3729",FALSE,"1,1,1,1,1,0,0,1,1,1","1,1,1,1,1,1,0,0,1,1",8,2,0,8,0,0,0,0,0,0,0,1,1,0,0,"0000001100",3,5,1,5,2
"cR834922",1,"culture","right","yes",4,"s2600",FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",9,1,0,3,-1,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,1
"iU681777",1,"individual","uniform","no",3,"s5672",FALSE,"1,0,0,1,1,0,1,0,0,0","1,0,0,0,0,0,0,0,0,0",7,1,-4,1,-3,0,1,1,1,1,1,1,1,1,1,"0111111111",4,1,7,4,3
"cU841608",1,"culture","uniform","no",8,"s200",TRUE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,1,1",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,0
"iR159459",1,"individual","right","yes",3,"s3075",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"cU772174",1,"culture","uniform","no",3,"s1300",TRUE,"1,1,1,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,0
"iU103436",1,"individual","uniform","no",7,"s4594",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"iR372838",0,"individual","right","yes",8,"s5335",FALSE,"1,0,0,0,0,0,1,1,1,1","1,0,0,0,0,1,1,1,1,1",9,2,0,6,1,1,0,0,0,0,1,1,1,1,1,"1000011111",1,9,3,3,1
"iL173364",1,"individual","left","yes",5,"s3971",FALSE,"1,1,1,1,1,1,0,0,1,0","1,1,1,1,1,0,0,0,1,0",9,3,0,6,-1,0,0,0,0,0,1,1,1,0,1,"0000011101",1,3,1,3,1
"cR463620",1,"culture","right","yes",3,"s2600",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",9,1,0,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,4,1
"iR415143",0,"individual","right","yes",8,"s6813",FALSE,"0,0,0,0,0,1,0,0,1,1","0,0,0,0,0,0,1,1,1,1",7,1,-2,6,-1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,3
"cL838356",1,"culture","left","yes",2,"s4100",FALSE,"1,0,1,1,1,0,0,0,0,1","1,1,1,1,1,1,0,0,0,1",8,2,-2,7,2,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,6,2
"cL291291",1,"culture","left","yes",4,"s3500",FALSE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,1",9,1,0,9,1,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,7,1
"cL149001",0,"culture","left","yes",9,"s4400",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iR643497",0,"individual","right","yes",7,"s1123",FALSE,"0,0,0,0,1,0,1,1,1,1","0,0,0,0,0,1,1,1,1,1",8,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"iR334248",1,"individual","right","yes",3,"s5019",TRUE,"1,1,0,0,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",10,2,0,3,0,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,4,0
"cU722911",1,"culture","uniform","no",6,"s500",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",8,1,0,3,-2,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,2
"iU838884",1,"individual","uniform","no",6,"s5759",FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",9,1,0,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,1
"iL977317",1,"individual","left","yes",6,"s4479",TRUE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"iL308010",0,"individual","left","yes",1,"s1832",FALSE,"0,1,0,1,1,0,1,0,1,0","0,1,1,1,0,1,0,0,0,0",5,4,-4,6,1,0,1,1,1,0,1,0,0,0,0,"0111010000",1,1,3,1,5
"iU744454",1,"individual","uniform","no",2,"s8897",FALSE,"1,1,0,0,1,1,1,0,0,0","1,1,1,1,1,0,0,0,0,0",6,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,4
"iU838884",1,"individual","uniform","no",7,"s5759",FALSE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"iR763032",0,"individual","right","yes",3,"s5139",FALSE,"1,1,1,1,0,0,1,0,1,1","1,1,1,1,0,0,1,1,0,1",8,4,0,7,0,1,1,1,1,0,0,1,1,0,1,"1111001101",2,4,6,6,2
"iR857968",1,"individual","right","yes",4,"s5659",FALSE,"1,1,0,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",9,1,0,3,1,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,1
"iU898134",1,"individual","uniform","no",2,"s6822",FALSE,"0,1,1,0,0,1,0,0,1,0","0,1,1,1,0,1,0,0,1,0",9,6,0,5,-1,0,1,1,1,0,1,0,0,1,0,"0111010010",0,0,3,0,1
"iL286525",1,"individual","left","yes",6,"s3958",FALSE,"0,0,0,0,1,0,1,1,1,1","0,0,0,0,0,1,0,1,1,1",7,3,0,6,1,0,0,0,0,0,1,0,1,1,1,"0000010111",1,3,3,3,3
"cU241833",1,"culture","uniform","no",3,"s1100",FALSE,"1,1,1,0,0,0,1,1,1,1","1,1,1,0,0,0,0,1,1,1",9,2,0,6,-1,0,0,0,1,1,1,1,0,0,0,"0001111000",1,5,5,1,1
"iU499151",1,"individual","uniform","no",3,"s9634",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,1,0,0",8,1,0,8,2,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,2
"cU151198",0,"culture","uniform","no",4,"s900",FALSE,"1,0,0,1,1,1,1,1,1,1","0,0,0,0,1,0,1,1,1,1",7,3,1,5,-3,0,0,0,0,1,0,1,1,1,1,"0000101111",0,4,4,0,3
"iR849000",1,"individual","right","yes",2,"s9878",FALSE,"1,1,1,1,1,1,0,0,0,1","1,1,1,1,0,0,0,0,0,1",8,2,0,5,-2,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,2,2
"cU168188",1,"culture","uniform","no",6,"s200",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,1
"cL215117",0,"culture","left","yes",7,"s4400",FALSE,"1,1,1,1,0,1,0,0,0,1","1,1,1,1,1,0,0,0,0,1",8,2,-2,6,0,0,0,0,0,0,1,1,1,1,0,"0000011110",1,7,1,7,2
"iU538938",1,"individual","uniform","no",2,"s5015",FALSE,"0,0,0,0,0,0,1,0,1,1","0,0,0,0,0,0,0,0,1,1",9,1,-2,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"iR665104",1,"individual","right","yes",3,"s1634",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"iL586478",1,"individual","left","yes",7,"s3729",FALSE,"1,1,1,1,1,1,1,0,1,1","1,1,1,1,1,1,0,0,1,1",9,2,0,8,-1,0,0,0,0,0,0,1,1,0,0,"0000001100",3,5,1,5,1
"iL629593",1,"individual","left","yes",4,"s8871",TRUE,"1,0,0,0,0,0,0,0,1,1","1,0,0,0,0,0,0,0,1,1",10,2,0,3,0,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,0
"cR451997",1,"culture","right","yes",3,"s2300",FALSE,"1,1,1,1,1,1,0,0,1,1","1,1,1,1,1,0,0,1,1,1",8,2,0,8,0,1,1,1,1,1,0,0,1,1,1,"1111100111",3,5,7,7,2
"iR518727",1,"individual","right","yes",4,"s3651",TRUE,"1,1,1,1,1,0,0,0,1,1","1,1,1,1,1,0,0,0,1,1",10,2,0,7,0,0,0,0,0,0,1,1,1,0,0,"0000011100",2,6,2,2,0
"iR761380",1,"individual","right","yes",5,"s4057",TRUE,"0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",10,1,0,9,0,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,1,0
"iR592094",1,"individual","right","yes",8,"s8757",TRUE,"0,0,0,0,0,1,1,1,1,0","0,0,0,0,0,1,1,1,1,0",10,2,0,6,0,0,0,0,0,0,1,1,1,1,0,"0000011110",1,7,1,1,0
"iU329183",1,"individual","uniform","no",6,"s6606",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",9,1,0,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,1
"iU155543",1,"individual","uniform","no",2,"s3757",FALSE,"1,0,0,0,1,0,0,1,1,1","1,0,1,1,0,0,0,0,1,1",6,4,0,5,0,0,1,0,0,1,1,1,1,0,0,"0100111100",0,1,4,0,4
"iU329183",1,"individual","uniform","no",5,"s6606",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"iL187222",1,"individual","left","yes",2,"s3696",TRUE,"1,1,0,0,0,0,0,0,1,1","1,1,0,0,0,0,0,0,1,1",10,2,0,4,0,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,0
"cL144709",0,"culture","left","yes",1,"s4200",FALSE,"0,1,1,0,1,0,1,1,0,0","0,1,1,0,1,0,0,0,1,0",7,6,0,6,1,1,0,0,1,0,1,1,1,0,1,"1001011101",1,7,6,7,7
"iL902273",1,"individual","left","yes",3,"s3159",FALSE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,1,1,0,1,1",8,3,2,6,2,0,0,0,0,0,1,1,0,1,1,"0000011011",1,3,1,3,2
"iU600365",1,"individual","uniform","no",5,"s7925",FALSE,"1,1,1,0,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",9,2,0,3,-1,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,2,1
"iU538938",1,"individual","uniform","no",1,"s5015",FALSE,"0,1,0,1,0,0,0,1,1,1","0,0,0,0,0,0,1,0,1,1",6,3,-2,7,2,0,0,0,0,0,0,1,0,1,1,"0000001011",2,4,2,2,4
"iL977317",1,"individual","left","yes",1,"s4479",FALSE,"1,1,1,0,0,1,1,0,0,0","1,1,1,1,1,0,1,0,0,0",7,3,0,6,1,0,0,0,0,0,1,0,1,1,1,"0000010111",1,3,3,3,7
"iR849000",1,"individual","right","yes",4,"s9878",FALSE,"1,1,1,0,0,0,0,0,0,1","1,1,0,1,0,0,0,0,0,1",8,4,2,4,0,0,0,1,0,1,1,1,1,1,0,"0010111110",1,2,2,2,2
"iR334248",1,"individual","right","yes",1,"s5019",FALSE,"1,0,1,1,0,1,0,0,0,1","1,1,0,0,1,0,0,0,0,1",5,4,-2,4,-1,0,0,1,1,0,1,1,1,1,0,"0011011110",1,3,1,1,5
"cL860931",1,"culture","left","yes",2,"s3500",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iU308968",0,"individual","uniform","no",1,"s2643",FALSE,"0,0,1,1,0,1,1,1,0,0","0,1,0,1,0,1,1,0,1,0",6,8,4,5,0,0,1,0,1,0,1,1,0,1,0,"0101011010",0,4,2,0,4
"iL242076",0,"individual","left","yes",1,"s9394",FALSE,"0,1,0,0,1,1,1,0,0,1","0,0,1,1,0,1,1,0,0,1",6,5,0,5,0,0,0,1,1,0,1,1,0,0,1,"0011011001",0,2,1,2,4
"iL595975",1,"individual","left","yes",2,"s6218",FALSE,"1,1,0,1,1,0,0,0,1,1","1,1,0,0,1,0,0,0,0,0",7,3,-1,3,-3,0,0,1,1,0,1,1,1,1,1,"0011011111",2,2,4,2,3
"iU103436",1,"individual","uniform","no",1,"s4594",FALSE,"0,1,1,1,0,0,1,0,0,1","0,0,1,0,1,1,0,1,0,1",4,7,2,5,0,0,0,1,0,1,1,0,1,0,1,"0010110101",0,1,5,0,6
"iL800824",1,"individual","left","yes",2,"s5141",FALSE,"1,1,0,0,0,1,1,0,0,1","1,1,1,1,0,0,0,0,0,1",6,2,-2,5,0,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,8,4
"cL912240",1,"culture","left","yes",2,"s4500",TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,0
"iU536555",1,"individual","uniform","no",1,"s8879",FALSE,"1,1,0,1,0,1,0,0,1,0","1,1,1,1,1,0,0,0,0,0",6,1,-6,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,6
"iU461378",1,"individual","uniform","no",5,"s5380",TRUE,"1,0,0,0,0,0,0,1,1,1","1,0,0,0,0,0,0,1,1,1",10,2,0,4,0,0,1,1,1,1,1,1,0,0,0,"0111111000",1,3,7,1,0
"iL407653",1,"individual","left","yes",3,"s2353",FALSE,"0,1,1,1,1,1,0,1,1,0","0,1,1,1,1,1,1,1,0,0",8,2,-2,3,0,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,2
"iL286525",1,"individual","left","yes",3,"s3958",FALSE,"0,0,1,0,1,1,1,1,1,0","0,0,1,1,0,1,0,1,1,0",7,6,2,5,1,0,0,1,1,0,1,0,1,1,0,"0011010110",0,2,3,2,3
"iL373860",0,"individual","left","yes",5,"s9879",FALSE,"1,1,0,0,0,0,1,1,1,0","0,0,1,0,1,0,1,1,1,0",6,6,3,5,0,0,0,1,0,1,0,1,1,1,0,"0010101110",0,3,2,3,4
"iR593756",1,"individual","right","yes",2,"s1423",FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,1,0,0",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,0,1
"iL148104",1,"individual","left","yes",1,"s3166",FALSE,"1,1,0,1,0,0,0,0,1,1","1,0,0,0,0,0,1,1,1,1",6,2,-2,5,0,0,1,1,1,1,1,0,0,0,0,"0111110000",0,2,8,2,6
"iL586478",1,"individual","left","yes",4,"s3729",FALSE,"1,1,1,1,0,0,0,0,1,1","1,1,1,1,1,0,0,1,1,1",8,2,0,8,2,0,0,0,0,0,1,1,0,0,0,"0000011000",3,5,3,5,2
"cL241569",1,"culture","left","yes",3,"s3500",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,1
"cR810753",1,"culture","right","yes",5,"s2600",TRUE,"1,1,1,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,0
"cL214541",1,"culture","left","yes",2,"s3300",TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,0
"iU460793",1,"individual","uniform","no",5,"s9390",TRUE,"0,0,0,0,0,0,1,1,1,0","0,0,0,0,0,0,1,1,1,0",10,2,0,7,0,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,2,0
"iR929085",1,"individual","right","yes",2,"s5092",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iR929851",1,"individual","right","yes",3,"s2867",FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",8,1,0,6,2,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,2
"iL173364",1,"individual","left","yes",4,"s3971",FALSE,"1,1,1,1,1,0,0,0,1,0","1,1,1,1,1,1,0,0,1,0",9,3,0,7,1,0,0,0,0,0,0,1,1,0,1,"0000001101",2,4,2,4,1
"iU460793",1,"individual","uniform","no",3,"s9390",FALSE,"0,0,0,0,1,1,1,1,1,0","0,0,0,0,0,1,1,1,1,0",9,2,0,6,1,0,0,0,0,0,1,1,1,1,0,"0000011110",1,7,1,1,1
"cR164338",1,"culture","right","yes",1,"s2300",FALSE,"0,0,1,1,1,0,0,0,1,1","1,1,1,0,1,0,0,0,1,1",7,4,1,6,1,1,1,1,0,1,0,0,0,1,1,"1110100011",1,5,5,5,3
"iU329183",1,"individual","uniform","no",7,"s6606",TRUE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,0
"cU824700",1,"culture","uniform","no",2,"s600",FALSE,"0,0,1,1,0,1,1,0,0,1","0,0,0,1,1,1,1,0,0,1",8,3,-2,5,0,0,0,0,1,1,1,1,0,0,1,"0001111001",0,6,1,0,2
"cL761527",1,"culture","left","yes",2,"s3400",FALSE,"1,1,1,1,1,0,1,0,0,0","1,1,1,1,1,1,1,0,0,0",9,1,-2,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iU630641",1,"individual","uniform","no",4,"s8812",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,1,1,1,1",9,1,0,6,-1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"iR432012",0,"individual","right","yes",2,"s4870",FALSE,"0,0,1,1,0,0,0,1,0,0","0,1,0,0,1,0,0,1,0,0",6,6,2,7,0,0,1,0,0,1,0,0,1,0,0,"0100100100",2,3,2,2,4
"iU461378",1,"individual","uniform","no",2,"s5380",FALSE,"1,0,0,0,1,1,0,1,1,1","1,0,0,0,1,0,1,0,1,1",7,6,2,5,-1,0,1,1,1,0,1,0,1,0,0,"0111010100",0,2,3,0,3
"iR593756",1,"individual","right","yes",3,"s1423",TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,0,0
"iR857968",1,"individual","right","yes",2,"s5659",FALSE,"1,0,0,0,1,0,0,1,0,0","1,0,0,1,0,0,0,0,0,0",7,3,-2,2,-1,0,1,1,0,1,1,1,1,1,1,"0110111111",3,1,5,5,3
"cR523184",1,"culture","right","yes",2,"s2000",TRUE,"0,0,0,0,0,0,0,1,1,0","0,0,0,0,0,0,0,1,1,0",10,2,0,8,0,0,0,0,0,0,0,0,1,1,0,"0000000110",3,5,1,1,0
"iR849000",1,"individual","right","yes",5,"s9878",FALSE,"1,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,1",8,2,-2,2,-2,0,1,1,1,1,1,1,1,1,0,"0111111110",3,5,5,5,2
"iU802502",1,"individual","uniform","no",2,"s4030",FALSE,"1,1,0,0,0,1,0,0,1,0","1,1,1,0,0,0,0,1,1,0",7,3,-2,5,1,0,0,0,1,1,1,1,0,0,1,"0001111001",0,6,1,0,3
"iL920392",1,"individual","left","yes",2,"s8775",FALSE,"1,1,1,1,0,0,0,0,0,1","1,1,1,1,0,0,0,0,0,0",9,1,-1,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,1
"iR643497",0,"individual","right","yes",2,"s1123",FALSE,"0,0,0,0,0,0,1,0,1,1","0,0,0,0,1,0,1,0,1,1",9,5,2,6,-1,0,0,0,0,1,0,1,0,1,1,"0000101011",1,4,4,4,1
"iR229712",1,"individual","right","yes",2,"s3001",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,1
"iL550311",1,"individual","left","yes",1,"s6303",FALSE,"1,1,0,0,0,1,0,1,0,1","1,1,1,1,0,1,0,0,0,0",6,3,-3,5,0,0,0,0,0,1,0,1,1,1,1,"0000101111",0,4,4,4,6
"iL173364",1,"individual","left","yes",2,"s3971",FALSE,"1,1,1,0,1,0,1,1,1,1","1,1,1,1,0,0,0,1,1,1",7,2,-2,7,-1,0,0,0,0,1,1,1,0,0,0,"0000111000",2,6,4,6,3
